"taxa","SiteID","stability","pop_stab","async_l","avg_richness","mpd","f_dis","cwm_pc1","avg_FDD","sd_FDD","avg_GDD5","sd_GDD5","log_stability","log_sqrt_async_l","log_pop_stab"
"Birds","MNP.5694",6.48607648319208,1.86426496185148,12.1045557930538,38.6,98.7423090052066,1.66707787921982,-0.572278601586128,-778.100006103515,269.352554930389,2092.5299987793,150.084142546722,1.86965779985878,1.24679094678127,0.622866853077514
"Birds","MNP.5699",4.51419488978936,1.74080767080839,6.72448495313558,26.0526315789474,80.6837004102836,1.38867000341674,-0.710952474255386,-790.994741339432,296.694313469915,2230.48948910362,163.955357655555,1.5072268519847,0.95287766783032,0.554349184154377
"Birds","MNP.5707",11.0083882564118,2.01449377536459,29.8617748816425,36.2941176470588,88.5589052308604,1.48239402407014,-0.821060998767909,-960.468417519018,294.412438397881,2030.31580232319,136.836738564325,2.39865755095525,1.69828961522657,0.700367935728676
"Birds","MNP.5713",4.71200063123668,2.14046156754749,4.84613838017414,39.3333333333333,89.7031637340377,1.45254320180189,-0.888767713092681,-1200.78749084473,333.330192618303,1902.71250915527,137.001507747482,1.55011258031292,0.789091088766133,0.761021491546784
"Birds","MNP.5714",4.76691370068171,1.81310155466271,6.91242319201887,33.3333333333333,87.7200069509254,1.39740985921052,-0.892865367671613,-1200.78749084473,333.330192618303,1902.71250915527,137.001507747482,1.56169907257271,0.966660127662356,0.595038944910353
"Birds","MNP.5717",4.39603186775941,1.97341784368657,4.96230624066731,40.8,100.536928648661,1.59179960386241,-0.41109184362612,-881.485012817382,285.942180156539,2235.0200012207,158.124058148412,1.48070228577793,0.800935300274622,0.679766985503308
"Birds","MNP.5719",5.40124586445513,1.96631551619295,7.54538633315009,38.2,102.457854656999,1.5938897850506,-0.310217649819443,-907.884997558594,287.759063607422,2178.72500610352,162.091349342441,1.68662964259931,1.01046814738622,0.67616149521309
"Birds","MNP.5720",4.620080086895,2.15923000947982,4.57826780209611,39.8,86.9921427209203,1.44083215558533,-0.660548520389809,-937.264994812012,292.109854949527,2149.54500732422,154.061873633327,1.53041203976916,0.760660358718827,0.769751681050335
"Birds","MNP.5731",7.45227211521688,2.0268925326491,13.5181096133685,38.5,86.1751697112966,1.4952157973981,-0.652970239255436,-1307.88749694824,342.782232353102,1769.30000305176,142.939934131552,2.00851896780225,1.30201511967123,0.706503848131013
"Birds","MNP.5735",11.8822623653045,2.06591102948407,33.0807270989432,48.5,101.947550754243,1.71288981891764,-0.514498780718738,-669.919993082682,263.235499085339,2047.82001953125,178.801652872578,2.47504673059404,1.74947542496518,0.725571305628858
"Birds","MNP.5736",6.7123317089063,1.95880835049864,11.742563758586,26.6,70.395686511703,1.31009392351951,-1.12601610128902,-952.330000305176,284.756380142208,2029.12500610352,151.960854817739,1.90394638822182,1.23161008431635,0.67233630390547
"Birds","MNP.5742",4.48554630621554,2.01098730162904,4.97521705282952,62.5,104.521348162262,1.51398394532401,-0.68022118648852,-1258.61000061035,311.214026113571,1840.39500732422,128.953312958733,1.50086029549876,0.802234499184151,0.698625796314607
"Birds","MNP.5773",7.07112205143185,1.80481662146593,15.3500750442783,25.4444444444444,81.4086114623706,1.42367716988849,-0.978950829268332,-1093.81999816895,200.71941198558,1804.16999511719,140.36398784382,1.95601917331769,1.36556018144966,0.59045899186803
"Birds","MNP.5780",5.4755190704939,1.32634268656191,17.0427274091868,25.3157894736842,81.207580216371,1.40555826344669,-0.885378006512942,-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804,1.70028707860477,1.41786178390882,0.282425294695956
"Birds","MNP.5781",5.93740816318969,1.18601059937924,25.0620544848345,22.6842105263158,85.2786673184771,1.38822491639586,-0.830579114646355,-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804,1.78127270198888,1.61067746437129,0.170595237617588
"Birds","MNP.5782",6.93070796747749,1.59796650041095,18.811345431848,32.2,86.287629272068,1.45767361330583,-0.872314542494687,-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804,1.93596196779302,1.46723008411614,0.468731883676881
"Birds","MNP.5783",4.5811831855176,1.5068760161396,9.24273017825048,29.4,82.6521713175255,1.43278850358384,-0.934738851523228,-1584.0450012207,253.507748334349,1554.28001098633,171.542508447804,1.52195730221198,1.11191865792321,0.410038644288766
"Birds","MNP.5784",3.96376964857896,1.31636014797553,9.06707825683939,29.15,81.6962777389688,1.44033201666868,-0.847681263434242,-1558.1049987793,245.46154560281,1541.90999145508,175.106807964143,1.3771955039263,1.1023250397892,0.274870464137099
"Birds","MNP.6070",4.86376099920421,2.2491638347823,4.67629896321466,26.8333333333333,96.6949527413193,1.7225968173688,-0.0769828518169947,-661.400008201599,256.415597552753,2280.23123168945,165.429399172574,1.58181200677985,0.771253488620337,0.81055851815952
"Butterflies","33",1.77955849859698,1.1878244426279,2.24450213213018,13.4,106.632460069555,0.940771921600652,-0.036681574834015,-633.80000591278,229.577448290706,2317.82501220703,136.532335186356,0.576365299042272,0.404241864587438,0.172123434454828
"Butterflies","71",3.00484694469987,1.21432290787618,6.12317025740813,38.7647058823529,148.793572260095,1.22489751426819,-0.0211586033446035,-860.652945125803,290.189757917439,2278.29997702206,128.401780935531,1.10022663314588,0.906039989158334,0.194186643987546
"Butterflies","80",3.71329206368953,1.35048250032125,7.56032207079924,35.4,146.697957228858,1.1329891914708,-0.250811017021526,-597.480002593994,236.441857779967,2361.84498901367,163.072883316309,1.3119188318616,1.01145689562079,0.30046193624081
"Butterflies","107",2.51512782707713,1.28728165391319,3.8174465485038,36.4210526315789,152.866878929689,1.2361703536535,-0.179390378154377,-525.229993438721,216.366277552306,2465.54000244141,163.691802663281,0.92232362813571,0.669790878155468,0.252532749980242
"Butterflies","232",2.67186036941999,1.42298611341806,3.52554443478613,32.4736842105263,154.311863689618,1.22000481489218,-0.235374476799335,-553.004999542236,222.169536159882,2388.20001831055,163.387713093869,0.982774997355361,0.63001743696142,0.352757560393943
"Butterflies","246",2.51127607372804,1.21562490642724,4.26765927604952,38.7058823529412,145.879655461104,1.09838218374071,-0.368732294632843,-579.469999694824,232.307505259247,2442.85001220703,165.21140197944,0.920791019861863,0.725532749012211,0.19525827084965
"Butterflies","249",2.41511459951051,1.42561644691084,2.86992199333683,24.3684210526316,143.02936891598,1.18670140482289,-0.564680966807094,-496.944998931885,214.938611337534,2462.55501708984,161.512762585123,0.88174673919213,0.527142424690068,0.354604314502062
"Butterflies","251",1.7735848865825,0.717441870846125,6.11125661700271,14.8,147.040319043671,1.21970180969452,-0.0850862528038982,-588.631578144275,228.041567999293,2340.59471371299,154.459547005182,0.573002857961206,0.905066208833893,-0.332063350872688
"Butterflies","255",3.92467138223818,1.27599225860312,9.46042218931941,37.1,149.906512724957,1.17459588380447,-0.158996925552835,-653.67499923706,245.952828629793,2347.05,166.544941200128,1.36728262345877,1.12355850548003,0.24372411797874
"Butterflies","258",3.23906666848728,1.40231336417548,5.33518677904744,19.7142857142857,139.169207880212,1.20300232738901,-0.26907871022115,-570.519995880127,236.893958416459,2407.90498046875,159.378484214702,1.17528522302376,0.837161947135803,0.338123275887956
"Butterflies","260",2.23728648568268,1.07521576017102,4.32964167820067,20.8421052631579,130.789083296007,1.11303132113115,-0.00587067790588325,-654.078948171515,254.696924646021,2333.48424650493,148.696905011821,0.805263741220365,0.732742392643885,0.0725213485764761
"Butterflies","261",5.00994181593249,1.40811297824516,12.658736552949,41.3,160.165891266996,1.31315290483544,-0.209703292013949,-775.195002746582,274.965569039805,2266.02001342773,151.595442156766,1.61142430144301,1.26917380669529,0.342250494747713
"Butterflies","262",4.97689819581915,1.49789962784464,11.0395682466901,44.75,163.001453569518,1.32608738132132,-0.104286443308932,-896.880000305175,290.009277610917,2180.93001098633,156.768368330748,1.60480684473837,1.20074296599727,0.4040638787411
"Butterflies","267",2.25882590500314,1.06447330022193,4.50293807088472,22.7272727272727,138.461758435331,1.1131733258108,-0.250184721536769,-597.094996643067,226.948968738037,2373.92999267578,162.9780516119,0.81484516723101,0.752365044183908,0.0624801230471065
"Butterflies","269",4.84104285392652,1.76122729685,7.5552186684115,26,134.432065341714,1.1220559856495,-0.23390890877075,-570.519995880127,236.893958416459,2407.90498046875,159.378484214702,1.57713016320644,1.01111926942073,0.566010893785713
"Butterflies","271",2.41050035092626,1.20263013944026,4.01744769186698,35.45,148.664784314966,1.25155592670127,-0.0613221845430448,-524.945001983642,220.458489904419,2422.94500732422,157.608542985424,0.879834340445881,0.695323399237161,0.184510941208722
"Butterflies","280",2.98377755832134,1.3453662429865,4.91871697136808,35,155.62680270375,1.30542697731905,-0.229404062126474,-528.093749046326,227.094772144466,2479.31875610351,137.264271632094,1.09319013476443,0.796523859159228,0.296666275605206
"Butterflies","281",2.74524435409998,1.21548079999734,5.10112314715498,20.7,146.524192900111,1.19402313484175,-0.23460610904982,-458.119998168945,203.972313491226,2548.48000488281,164.344264161962,1.0098700888867,0.814730370208339,0.195139718678358
"Butterflies","284",2.58976632332788,1.42626670801825,3.29700547413498,33.9473684210526,138.122361939164,1.09865700379814,-0.257253092503948,-660.621051186009,250.887034185951,2298.74210397821,171.410696431423,0.95156764898781,0.596507312213198,0.355060336774612
"Butterflies","285",2.88580400903848,1.35185445019317,4.55694508233542,22.2105263157895,145.387878207848,1.22815220125778,-0.532979152514733,-480.784209803531,208.592269784461,2501.73682925576,161.375529992108,1.05980354710955,0.758326230466581,0.301477316642971
"Butterflies","286",2.72606520497588,1.3002408249424,4.39566800116202,38.2666666666667,147.208814549329,1.20599851690799,-0.295237718108277,-523.970592723173,239.604623911636,2548.8823816636,182.48117240823,1.00285925264193,0.740309755375399,0.262549497266529
"Butterflies","288",1.99942433740699,1.23612067017606,2.61630403439153,27.4,130.646914013289,1.07343390397072,-0.340713684196778,-587.373335774739,259.336812697137,2385.5933186849,187.919185459148,0.692859307832062,0.480881323969742,0.211977983862322
"Butterflies","290",1.80814111720441,1.13478638074252,2.53884632758287,27.6,147.508689261708,1.08848200434681,-0.517242134788005,-942.953340657552,294.522792365344,2045.99334309896,184.131082370316,0.592299310475233,0.465854888055282,0.126444422419949
"Butterflies","293",2.50455266321761,0.981378846420407,6.51308807331255,29.2666666666667,144.591322133489,1.22814966508111,0.0975459062098433,-855.306669108073,316.681066956802,2225.43998209635,171.935463003626,0.918110141032117,0.936906851083918,-0.0187967100518014
"Butterflies","294",2.65798696711593,1.09267558257728,5.91729495527638,26,141.516400167254,1.10211041135321,-0.167693319548915,-795.773337809245,293.957732025362,2130.56668294271,184.008674842639,0.977569057011888,0.888939705619886,0.0886293513920008
"Butterflies","295",2.99263052261003,1.22090860546041,6.00813790587182,50.6,150.099859936704,1.26190095284411,0.0875721282095234,-814.786665852865,308.021855135006,2200.9399983724,172.264262883559,1.09615277407694,0.896557433952714,0.199595340124225
"Butterflies","298",2.34934057732383,1.2013545709222,3.8242788296337,29.2666666666667,159.943677238591,1.25194045448677,-0.389238652353669,-1027.2333211263,297.649169529158,1994.32001139323,177.41357172455,0.854134683384893,0.670684954115062,0.183449729269835
"Moths","102",4.39035572031421,1.24217245191549,12.4921051763937,295.9,12.1057237153102,1.44840586548829,-0.260483061671722,-339.460000419617,181.643658584096,2568.67501220703,154.322903619483,1.47941025348868,1.26254842944268,0.216861824045996
"Moths","104",1.62979675603691,0.978013088937544,2.77701076922242,264.052631578947,12.1517509312636,1.36888162980035,0.14340795024109,-641.894737645199,274.572416849834,2283.43158922697,165.914315537013,0.488455317496375,0.510687543161528,-0.0222322256651543
"Moths","110",3.31935917666243,0.944943733191258,12.339472620382,178,11.353047511655,1.26625712574727,0.0628004499435627,-455.10526115016,243.24186535808,2522.66843133224,192.987117534339,1.19977174522024,1.25640164007785,-0.0566298948576179
"Moths","112",2.51836197419564,1.37317446784703,3.36344915397569,218.5,10.6078060768291,1.27802276534255,0.0709338050700589,-400.61666615804,231.702994616588,2605.26668294271,229.578705717988,0.92360867993526,0.606483490685402,0.31712518924986
"Moths","114",4.84329512700305,1.17599564286294,16.9617415708053,309.444444444444,12.3110446246576,1.40734769168184,0.00450599476029425,-410.784995651245,195.368678768604,2546.025,156.465969271247,1.57759530044588,1.41548015602484,0.162115144421051
"Moths","155",2.45194831733913,1.1072967275346,4.90336915486484,325.45,12.5084246743298,1.45105222613064,-0.00989632628140219,-409.989999771118,215.646336941611,2560.42000732422,162.232178831707,0.896882940094538,0.794961275732713,0.101921664361828
"Moths","158",2.35831630285148,1.15323822429063,4.1818268722373,274.571428571429,12.242474691916,1.39459912866132,-0.0719398755814346,-316.242852347238,165.985523406308,2456.5713936942,155.325389856583,0.857947933429384,0.715374100916134,0.142573832513247
"Moths","165",4.12477756678481,1.04754247814361,15.5045005899411,281.65,11.9187109554342,1.37349269920205,-0.0813304007166463,-514.394993972778,234.75369577126,2468.87498779297,165.16537188771,1.41701209512905,1.37056517121003,0.0464469239190226
"Moths","169",3.76606141265707,1.1741634399948,10.2876857150365,321.15,12.123381547512,1.38381212964521,-0.0982331227996856,-409.989999771118,215.646336941611,2560.42000732422,162.232178831707,1.32602973723346,1.16547380916734,0.160555928066123
"Moths","201",2.89366083977231,1.1365774475464,6.48182326492678,251.315789473684,11.7734210308471,1.18529433423785,-0.0162752305531369,-286.285000991821,168.213584849675,2518.575,154.674249668425,1.06252242706794,0.934500919415937,0.128021507652003
"Moths","204",3.42184751944017,1.08982471687363,9.85843550318156,236.25,11.5346079682123,1.39097496014391,-0.208307369500289,-413.825002670288,179.664385563081,2560.14998779297,149.924842188191,1.23018061557605,1.14416374247402,0.0860168731020256
"Moths","206",2.68237948672929,1.07109360465669,6.27170447417352,252.842105263158,11.9111567124803,1.34034151272817,-0.141658004305912,-298.80000243187,183.429008215534,2606.12999267578,183.458097730509,0.986704268783531,0.91802408183105,0.0686801869524812
"Moths","211",1.59433198856518,1.09627944140282,2.11502244239158,206.714285714286,11.6613869412209,1.35045573048326,-0.194575839380765,-284.942858014788,170.612613659178,2458.57146344866,160.926366288059,0.466454832562318,0.374532711750897,0.0919221208114221
"Moths","212",1.93099089669067,1.13408241518464,2.89915356394142,251.571428571429,11.8726470972374,1.39433501412594,-0.169545271481432,-284.942858014788,170.612613659178,2458.57146344866,160.926366288059,0.658033289137321,0.532209409942908,0.125823879194414
"Moths","223",1.71255673877267,1.01367251011023,2.8542670243841,260.333333333333,12.3387452650849,1.38323256650577,-0.0501912494781129,-491.168743610382,259.675394004251,2441.18748474121,176.23147421177,0.537987422735413,0.524407538065039,0.0135798846703806
"Moths","303",2.43446442561988,0.976980059946397,6.20919737929129,163,10.5292050519598,1.12045423559337,-0.019100293041196,-753.884999084473,249.782131426067,2133.06000366211,151.856362080625,0.889726783931627,0.913015820550702,-0.0232890366190766
"Moths","310",2.23942857861674,0.958089957546695,5.46338563365936,270,11.9176731808712,1.3676045237546,0.132806760669825,-634.435000991822,269.956434759048,2356.83001098633,167.55241182691,0.806220734491894,0.849034338505897,-0.0428136040140016
"Moths","403",3.58909405585609,0.947739423577769,14.3414078295831,219.2,11.612080591364,1.30693572531862,0.0545197535367834,-656.095002746582,240.050450659668,2473.65499267578,151.783471185207,1.27789981852481,1.33157550267921,-0.0536756841544032
"Moths","412",3.4172746994135,0.992167380542356,11.8628733297646,230.529411764706,11.0321991003295,1.25951489079571,0.0120452173919002,-610.890002822876,270.354760017738,2379.67001953125,161.651662173427,1.22884336188711,1.23670681743231,-0.0078634555451952
"Moths","414",4.002488156041,1.08509490059713,13.6058182693276,303.529411764706,12.0578872527633,1.28337642287304,0.018533135429158,-600.300001256606,289.119366923343,2423.4117862477,173.268382319205,1.38691620674407,1.30524875758843,0.0816674491556346
"Moths","506",2.70400935772254,1.001110898101,7.29544860337851,179.3125,12.0783769500405,1.17301748004884,0.204340788026259,-851.093742370606,186.94627334933,2140.35623931885,161.405976633311,0.994735618870935,0.993625337360625,0.00111028151030859
"Moths","507",1.56377575686878,0.886150125114119,3.11411284386982,155.375,11.7470492615466,1.16966074911869,0.080077557310782,-796.425,229.871325976275,2284.23997802734,151.230294811164,0.447103253882379,0.567972155174958,-0.120868901292578
"Moths","508",3.00341133199857,1.17036028840181,6.5855261033137,172.5,11.3024802198312,1.17258304329219,0.0916677380985361,-777.082357967601,174.873138492328,2219.88821231618,170.757302444043,1.09974875331365,0.942437113102445,0.157311640211208
"Moths","601",3.00086834276753,0.929373504919219,10.425894107124,149.35,10.553984649379,1.19327827588042,0.239430594660108,-950.570013427733,284.763489391177,2183.99496459961,136.29272790649,1.09890169437541,1.17214626483928,-0.0732445704638666
"Moths","603",1.97144106009914,0.691005215552686,8.139635260035,131.944444444444,10.2601153700306,1.11195230267383,0.154136759173763,-898.84499206543,271.631543635368,2169.91000976563,135.701488800447,0.678764777920678,1.04837268533051,-0.369607907409832
"Moths","701",2.67866931527795,0.96367471682923,7.72640156049259,149.785714285714,11.6090178837424,1.21746501972637,0.105041271754998,-1041.13000030518,248.489760079682,2113.60498046875,146.675871942903,0.985320147063812,1.02232161905302,-0.0370014719892041
"Moths","702",3.40959174409586,1.01898175373245,11.1962334868341,155.470588235294,12.0547504544936,1.33606287530043,0.085453396311754,-1014.00000152588,263.241089088557,2126.21498413086,140.726319513607,1.22659256098899,1.20778871296127,0.0188038480277209
"Moths","703",4.15444447498477,1.13685668682278,13.3540954673633,200.769230769231,11.7970148296717,1.23652983088883,0.0681694038698913,-1108.55999755859,268.131640970764,2042.11500244141,141.636495755947,1.42417871900404,1.29591155719073,0.128267161813312
"Moths","705",2.45067084696781,0.990249525810876,6.12464164025994,187.75,11.3944413896835,1.17389906880602,0.103789958981585,-1052.87499389648,256.980062493844,2097.61001586914,141.15895067167,0.896361802165028,0.906160123503242,-0.00979832133821508
"Moths","710",2.89599105540972,1.16374914179857,6.19263787831979,160.785714285714,10.8094181534165,1.16539823300281,0.105523170836231,-1080.8882410386,288.389177409044,2124.11766142004,126.702948970559,1.06332738591708,0.911680573753051,0.15164681216403
"Moths","802",2.68971960513489,1.00122998181386,7.21682750306645,150.882352941176,11.6623051350002,1.26024239864032,0.0684235045662262,-560.175002288818,250.48002084793,2318.35500488281,166.830819966219,0.989436952171463,0.988207726165544,0.00122922600591857
"Moths","811",3.23750728362904,1.15033283712013,7.92089896779326,109.615384615385,8.92284375309731,0.812694323003611,-0.0707900857375407,-693.894114774816,251.602283101064,2140.09997558594,127.194797765782,1.17480367679271,1.03475235270976,0.140051324082955
"Moths","903",3.01865982160651,0.892527058012237,11.4389343203877,165.588235294118,11.5534014510739,1.21256288780585,0.0644827292098271,-828.929998779297,302.6797223041,2209.81000976563,162.168891910247,1.1048129652128,1.21851141390015,-0.113698448687351
"Moths","908",3.59563172317536,0.969362707976248,13.7587123359826,242.944444444444,12.1139739293491,1.33292550748975,-0.00466434684202736,-812.868424265008,226.740394389385,2202.79476125617,176.597478056667,1.27971969845474,1.31083612394624,-0.0311164254915002
"Moths","909",1.6008502704537,0.900955276338557,3.15714814726753,187.65,10.8020293136962,1.25247569830796,-0.0599934276629433,-792.770005798339,277.53362113403,2234.73500976562,157.407909317189,0.470534907126209,0.574834567536045,-0.104299660409839
"Moths","910",1.50930912217426,0.807818548013117,3.49083042566278,158.333333333333,10.2425832561263,1.08868235921823,0.245030794200812,-857.278945119758,277.912096135524,2216.15789473684,132.568857048437,0.411652011141831,0.62506982611303,-0.213417814971197
"Moths","1001",2.56681906548777,0.823894972369749,9.70614572725335,65,10.986680127023,1.09537869113466,0.208729780928984,-645.35,216.253483469018,2061.20000610352,140.834380008087,0.9426674145929,1.1363796325057,-0.193712217912797
"Moths","1003",2.89549487187756,1.02962872312957,7.9083212244785,125.105263157895,11.6391422502926,1.13801198231895,-0.0589384784055122,-867.060003662109,271.837514309578,2026.65,145.087546984891,1.06315603661585,1.03395776233771,0.0291982742781478
"Moths","1101",2.66018978556742,0.858702508166436,9.5970946999869,82.3,10.4927454436967,1.07172578187202,0.0520053233529989,-887.860005187988,264.8668406332,1953.79498901367,150.302767908832,0.97839746820614,1.13073020862621,-0.152332740420068
"Moths","1113",2.11530055057137,1.06523593829365,3.94323395549592,55.9166666666667,8.72232990380976,0.854036227890753,-0.129320245660158,-1501.07000427246,293.33153422369,1617.91500244141,163.128576229248,0.749196906691447,0.686000593762149,0.0631963129292989
"Moths","1204",2.12516875673615,1.00296753834217,4.48965625327082,108.105263157895,10.1186779054789,1.048846974085,-0.13088080439772,-1312.95501098633,298.190666706254,1774.13000488281,135.337056231558,0.75385121415784,0.750888070265925,0.00296314389191698
"Moths","1206",1.97105371614429,0.947350136312967,4.32888328159111,127.55,9.53544213283987,0.974655908642733,-0.0200384688211293,-1045.74499511719,311.233715625879,1988.3549987793,162.327636290591,0.678568281043406,0.732654803058474,-0.0540865220150687
"Moths","1212",1.79139479888167,0.842543905390239,4.5206151382924,104.9,10.5544988231219,1.0919514715285,-0.0848272276682773,-1216.27499084473,302.45300494686,1895.91999511719,140.92892968531,0.582994533672846,0.754324038563478,-0.171329504890631
"Moths","1214",2.23485365143304,0.962856506547912,5.38734810535122,154,10.9269390721465,1.20966261334406,0.0310213855815951,-1074.675,311.928573579834,1974.68498535156,155.014529503423,0.804175745578442,0.842026630565042,-0.0378508849866003
"Moths","1262",1.48891971898816,0.996829584474968,2.231005936272,87.65,7.19597110990374,0.617535984796468,-0.0474013223419934,-1147.40500488281,286.475662537199,1812.63499755859,159.420858917664,0.398050836189356,0.401226288129524,-0.00317545194016909
"Moths","1280",1.91467584800371,0.945534040070793,4.1004940044767,120.25,11.2521197176744,0.994510935509625,0.12550811224862,-1017.88125228882,338.964941567813,2056.26875305176,163.620514192426,0.649548338332878,0.705553727674407,-0.0560053893415316
"Moths","1304",1.33123740254005,0.726284011504567,3.35968108930688,13.7,4.65342079848841,0.643848872565684,-0.00388619472475007,-1746.10999755859,240.758930509157,1354.72998657227,141.353658720248,0.286108887550111,0.605923027786871,-0.319814140236761
"Moths","1306",1.04283370108265,0.67524399548035,2.3851113196228,15.5333333333333,5.20349012437502,0.68638966618193,-0.0588514001105791,-1576.41765280331,259.284880162988,1383.51766429228,156.987409997686,0.0419417204324916,0.434622899072661,-0.392681178640174
"Moths","1308",0.456351255917758,0.453244893016366,1.01375418828319,18,3.94168567125445,0.390457205115489,0.119480182886151,-1711.21578818873,207.866493994037,1054.91577790913,136.180723118878,-0.78449246792978,0.00683022895717714,-0.791322696886957
